inverseDemandA,inverseDemandB,zParameter,zParameterLabel,zValue,initialTrips,offDemand,onDemand,offCost,onCost,deltaCost,deltaDemand,paradox,demandTrend,classKey
105,33,variableCostB,Variable-link coefficient b,4,3.1818181818181817,1.7142764004794033,2.5610004771839483,48.428552800958805,20.488003817471586,-27.94054898348722,0.846724076704545,0,ID,NBP_ID
105,36,variableCostB,Variable-link coefficient b,4,2.9166666666666665,1.578985850016276,2.386391957600911,48.157971700032554,19.09113566080729,-29.066836039225265,0.8074061075846353,0,ID,NBP_ID
105,39,variableCostB,Variable-link coefficient b,4,2.6923076923076925,1.463441115159255,2.2340451754056483,47.92688223031851,17.872361403245186,-30.054520827073326,0.7706040602463933,0,ID,NBP_ID
105,42,variableCostB,Variable-link coefficient b,4,2.5,1.3636398315429688,2.1000289916992188,47.72727966308594,16.80023193359375,-30.927047729492188,0.73638916015625,0,ID,NBP_ID
105,45,variableCostB,Variable-link coefficient b,4,2.3333333333333335,1.2765757242838542,1.9811045328776045,47.55315144856771,15.848836263020836,-31.704315185546875,0.7045288085937502,0,ID,NBP_ID
120,15,variableCostB,Variable-link coefficient b,4,8,4.411773681640625,5.217376708984375,53.82354736328125,41.739013671875,-12.08453369140625,0.80560302734375,0,ID,NBP_ID
120,18,variableCostB,Variable-link coefficient b,4,6.666666666666667,3.75,4.6154022216796875,52.5,36.9232177734375,-15.5767822265625,0.8654022216796875,0,ID,NBP_ID
120,21,variableCostB,Variable-link coefficient b,4,5.714285714285714,3.260890415736607,4.137965611049108,51.52178083147322,33.10372488839286,-18.41805594308036,0.8770751953125004,0,ID,NBP_ID
120,24,variableCostB,Variable-link coefficient b,4,5,2.8846359252929688,3.75,50.76927185058594,30,-20.769271850585938,0.8653640747070312,0,ID,NBP_ID
120,27,variableCostB,Variable-link coefficient b,4,4.444444444444445,2.586229112413195,3.4285820855034723,50.172458224826386,27.42865668402778,-22.743801540798607,0.8423529730902772,0,ID,NBP_ID
120,30,variableCostB,Variable-link coefficient b,4,4,2.34375,3.157867431640625,49.6875,25.262939453125,-24.424560546875,0.814117431640625,0,ID,NBP_ID
120,33,variableCostB,Variable-link coefficient b,4,3.6363636363636362,2.1428611061789775,2.926829944957386,49.28572221235795,23.414639559659083,-25.87108265269887,0.7839688387784083,0,ID,NBP_ID
120,36,variableCostB,Variable-link coefficient b,4,3.3333333333333335,1.973698933919271,2.7272796630859375,48.94739786783854,21.8182373046875,-27.12916056315104,0.7535807291666665,0,ID,NBP_ID
120,39,variableCostB,Variable-link coefficient b,4,3.076923076923077,1.8292705829326925,2.553194486177885,48.65854116586539,20.42555588942308,-28.232985276442307,0.7239239032451925,0,ID,NBP_ID
120,42,variableCostB,Variable-link coefficient b,4,2.857142857142857,1.7045811244419642,2.4000331333705356,48.40916224888394,19.200265066964285,-29.208897181919653,0.6954520089285714,0,ID,NBP_ID
120,45,variableCostB,Variable-link coefficient b,4,2.6666666666666665,1.5957438151041665,2.264119466145833,48.191487630208336,18.112955729166664,-30.07853190104167,0.6683756510416665,0,ID,NBP_ID
135,15,variableCostB,Variable-link coefficient b,4,9,5.294139862060547,5.869548797607422,55.588279724121094,46.956390380859375,-8.631889343261719,0.575408935546875,0,ID,NBP_ID
135,18,variableCostB,Variable-link coefficient b,4,7.5,4.500017166137695,5.192327499389648,54.00003433227539,41.53861999511719,-12.461414337158203,0.6923103332519531,0,ID,NBP_ID
135,21,variableCostB,Variable-link coefficient b,4,6.428571428571429,3.9130456107003346,4.655211312430245,52.826091221400674,37.24169049944196,-15.584400721958716,0.7421657017299101,0,ID,NBP_ID
135,24,variableCostB,Variable-link coefficient b,4,5.625,3.4615087509155273,4.21875,51.923017501831055,33.75,-18.173017501831055,0.7572412490844727,0,ID,NBP_ID
135,27,variableCostB,Variable-link coefficient b,4,5,3.1034469604492188,3.8571548461914062,51.20689392089844,30.85723876953125,-20.349655151367188,0.7537078857421875,0,ID,NBP_ID
135,30,variableCostB,Variable-link coefficient b,4,4.5,2.8125,3.552600860595703,50.625,28.420806884765625,-22.204193115234375,0.7401008605957031,0,ID,NBP_ID
135,33,variableCostB,Variable-link coefficient b,4,4.090909090909091,2.5714562155983662,3.2926836880770596,50.142912431196734,26.341469504616477,-23.801442926580258,0.7212274724786933,0,ID,NBP_ID
135,36,variableCostB,Variable-link coefficient b,4,3.75,2.368440628051758,3.0681896209716797,49.736881256103516,24.545516967773438,-25.191364288330078,0.6997489929199219,0,ID,NBP_ID
135,39,variableCostB,Variable-link coefficient b,4,3.4615384615384617,2.195126460148738,2.872317387507512,49.39025292029748,22.9785391000601,-26.411713820237377,0.6771909273587742,0,ID,NBP_ID
135,42,variableCostB,Variable-link coefficient b,4,3.2142857142857144,2.045467921665736,2.700037275041852,49.09093584333147,21.600298200334816,-27.490637642996656,0.6545693533761159,0,ID,NBP_ID
135,45,variableCostB,Variable-link coefficient b,4,3,1.9148712158203125,2.5471343994140625,48.829742431640625,20.3770751953125,-28.452667236328125,0.63226318359375,0,ID,NBP_ID
150,15,variableCostB,Variable-link coefficient b,4,10,6.176490783691406,6.521720886230469,57.35298156738281,52.17376708984375,-5.1792144775390625,0.3452301025390625,0,ID,NBP_ID
150,18,variableCostB,Variable-link coefficient b,4,8.333333333333334,5.250008900960287,5.769252777099609,55.500017801920585,46.154022216796875,-9.34599558512371,0.5192438761393223,0,ID,NBP_ID
150,21,variableCostB,Variable-link coefficient b,4,7.142857142857143,4.565238952636719,5.172429765973773,54.13047790527344,41.37943812779018,-12.751039777483257,0.6071908133370538,0,ID,NBP_ID
150,24,variableCostB,Variable-link coefficient b,4,6.25,4.038476943969727,4.6875,53.07695388793945,37.5,-15.576953887939453,0.6490230560302734,0,ID,NBP_ID
150,27,variableCostB,Variable-link coefficient b,4,5.555555555555555,3.6206987169053817,4.285727606879339,52.24139743381076,34.285820855034714,-17.955576578776046,0.6650288899739576,0,ID,NBP_ID
150,30,variableCostB,Variable-link coefficient b,4,5,3.28125,3.9473342895507812,51.5625,31.57867431640625,-19.98382568359375,0.6660842895507812,0,ID,NBP_ID
150,33,variableCostB,Variable-link coefficient b,4,4.545454545454546,2.9999819668856533,3.658537431196733,50.999963933771305,29.268299449573863,-21.73166448419744,0.6585554643110796,0,ID,NBP_ID
150,36,variableCostB,Variable-link coefficient b,4,4.166666666666667,2.763144175211589,3.409099578857422,50.52628835042318,27.272796630859375,-23.253491719563804,0.645955403645833,0,ID,NBP_ID
150,39,variableCostB,Variable-link coefficient b,4,3.8461538461538463,2.5609823373647833,3.191463763897236,50.12196467472957,25.531710111177887,-24.59025456355168,0.6304814265324525,0,ID,NBP_ID
150,42,variableCostB,Variable-link coefficient b,4,3.5714285714285716,2.386365618024554,3.0000141688755577,49.77273123604911,24.00011335100446,-25.77261788504465,0.6136485508510039,0,ID,NBP_ID
150,45,variableCostB,Variable-link coefficient b,4,3.3333333333333335,2.2340647379557295,2.830174763997396,49.46812947591146,22.641398111979168,-26.826731363932293,0.5961100260416665,0,ID,NBP_ID
165,15,variableCostB,Variable-link coefficient b,4,11,7.058834075927734,7.173892974853516,59.11766815185547,57.391143798828125,-1.7265243530273438,0.11505889892578125,0,ID,NBP_ID
165,18,variableCostB,Variable-link coefficient b,4,9.166666666666666,5.999994277954102,6.34617805480957,56.9999885559082,50.76942443847656,-6.230564117431641,0.34618377685546875,0,ID,NBP_ID
165,21,variableCostB,Variable-link coefficient b,4,7.857142857142857,5.217394147600446,5.689672742571149,55.43478829520089,45.51738194056919,-9.917406354631702,0.4722785949707031,0,ID,NBP_ID
165,24,variableCostB,Variable-link coefficient b,4,6.875,4.615390300750732,5.15625,54.230780601501465,41.25,-12.980780601501465,0.5408596992492676,0,ID,NBP_ID
165,27,variableCostB,Variable-link coefficient b,4,6.111111111111111,4.137933519151473,4.714300367567274,53.27586703830295,37.71440294053819,-15.561464097764755,0.5763668484158009,0,ID,NBP_ID
165,30,variableCostB,Variable-link coefficient b,4,5.5,3.749988555908203,4.342067718505859,52.499977111816406,34.736541748046875,-17.76343536376953,0.5920791625976562,0,ID,NBP_ID
165,33,variableCostB,Variable-link coefficient b,4,5,3.4285736083984375,4.024391174316406,51.857147216796875,32.19512939453125,-19.662017822265625,0.5958175659179688,0,ID,NBP_ID
165,36,variableCostB,Variable-link coefficient b,4,4.583333333333333,3.1578954060872393,3.7500095367431636,51.31579081217448,30.00007629394531,-21.315714518229168,0.5921141306559243,0,ID,NBP_ID
165,39,variableCostB,Variable-link coefficient b,4,4.230769230769231,2.9268264770507812,3.5106101402869596,50.85365295410156,28.084881122295677,-22.768771831805886,0.5837836632361784,0,ID,NBP_ID
165,42,variableCostB,Variable-link coefficient b,4,3.9285714285714284,2.727298736572265,3.300015585763114,50.45459747314452,26.400124686104913,-24.054472787039604,0.572716849190849,0,ID,NBP_ID
165,45,variableCostB,Variable-link coefficient b,4,3.6666666666666665,2.5531997680664062,3.1131922403971353,50.10639953613281,24.905537923177082,-25.20086161295573,0.559992472330729,0,ID,NBP_ID
180,15,variableCostB,Variable-link coefficient b,4,12,7.9411468505859375,7.8260650634765625,60.882293701171875,62.6085205078125,1.726226806640625,-0.115081787109375,1,RD,BP_RD
180,18,variableCostB,Variable-link coefficient b,4,10,6.749992370605469,6.923103332519531,58.49998474121094,55.38482666015625,-3.1151580810546875,0.1731109619140625,0,ID,NBP_ID
180,21,variableCostB,Variable-link coefficient b,4,8.571428571428571,5.869543892996653,6.206915719168528,56.739087785993306,49.65532575334823,-7.083762032645076,0.337371826171875,0,ID,NBP_ID
180,24,variableCostB,Variable-link coefficient b,4,7.5,5.192327499389648,5.625,55.3846549987793,45,-10.384654998779297,0.43267250061035156,0,ID,NBP_ID
180,27,variableCostB,Variable-link coefficient b,4,6.666666666666667,4.6551767985026045,5.1428476969401045,54.31035359700521,41.142781575520836,-13.167572021484375,0.4876708984375,0,ID,NBP_ID
180,30,variableCostB,Variable-link coefficient b,4,6,4.21875,4.7368011474609375,53.4375,37.8944091796875,-15.5430908203125,0.5180511474609375,0,ID,NBP_ID
180,33,variableCostB,Variable-link coefficient b,4,5.454545454545454,3.8571583140980112,4.390244917436078,52.71431662819602,35.121959339488626,-17.592357288707397,0.533086603338067,0,ID,NBP_ID
180,36,variableCostB,Variable-link coefficient b,4,5,3.5526657104492188,4.090919494628906,52.10533142089844,32.72735595703125,-19.377975463867188,0.5382537841796875,0,ID,NBP_ID
180,39,variableCostB,Variable-link coefficient b,4,4.615384615384615,3.292694091796874,3.8297565166766825,51.58538818359375,30.63805213341346,-20.94733605018029,0.5370624248798084,0,ID,NBP_ID
180,42,variableCostB,Variable-link coefficient b,4,4.285714285714286,3.0681610107421884,3.60001700265067,51.13632202148438,28.80013602120536,-22.33618600027902,0.5318559919084818,0,ID,NBP_ID
180,45,variableCostB,Variable-link coefficient b,4,4,2.872344970703125,3.396209716796875,50.74468994140625,27.169677734375,-23.57501220703125,0.52386474609375,0,ID,NBP_ID
195,15,variableCostB,Variable-link coefficient b,4,13,8.823490142822266,8.47823715209961,62.64698028564453,67.82589721679688,5.178916931152344,-0.34525299072265625,1,RD,BP_RD
195,18,variableCostB,Variable-link coefficient b,4,10.833333333333334,7.500028610229492,7.500028610229492,60.000057220458984,60.00022888183594,0.000171661376953125,0,1,NRD,BP_NRD
195,21,variableCostB,Variable-link coefficient b,4,9.285714285714286,6.521756308419365,6.724158695765904,58.043512616838726,53.79326956612723,-4.2502430507114966,0.20240238734653904,0,ID,NBP_ID
195,24,variableCostB,Variable-link coefficient b,4,8.125,5.76920747756958,6.09375,56.53841495513916,48.75,-7.78841495513916,0.3245425224304199,0,ID,NBP_ID
195,27,variableCostB,Variable-link coefficient b,4,7.222222222222222,5.172430674235028,5.571418338351779,55.344861348470054,44.57134670681423,-10.773514641655822,0.3989876641167509,0,ID,NBP_ID
195,30,variableCostB,Variable-link coefficient b,4,6.5,4.687496185302734,5.131534576416016,54.37499237060547,41.052276611328125,-13.322715759277344,0.44403839111328125,0,ID,NBP_ID
195,33,variableCostB,Variable-link coefficient b,4,5.909090909090909,4.285704872824929,4.756098660555753,53.57140974564986,38.04878928444602,-15.522620461203836,0.4703937877308242,0,ID,NBP_ID
195,36,variableCostB,Variable-link coefficient b,4,5.416666666666667,3.9473660786946616,4.431829452514648,52.89473215738932,35.45463562011719,-17.440096537272133,0.48446337381998683,0,ID,NBP_ID
195,39,variableCostB,Variable-link coefficient b,4,5,3.6585617065429688,4.148902893066406,52.31712341308594,33.19122314453125,-19.125900268554688,0.4903411865234375,0,ID,NBP_ID
195,42,variableCostB,Variable-link coefficient b,4,4.642857142857143,3.409066881452288,3.9000184195382257,51.81813376290458,31.200147356305806,-20.617986406598774,0.4909515380859375,0,ID,NBP_ID
195,45,variableCostB,Variable-link coefficient b,4,4.333333333333333,3.1915156046549478,3.6792271931966143,51.3830312093099,29.433817545572914,-21.949213663736984,0.4877115885416665,0,ID,NBP_ID
210,15,variableCostB,Variable-link coefficient b,4,14,9.705883026123047,9.130435943603516,64.4117660522461,73.04348754882812,8.631721496582031,-0.5754470825195312,1,RD,BP_RD
210,18,variableCostB,Variable-link coefficient b,4,11.666666666666666,8.249988555908203,8.076953887939453,61.499977111816406,64.61563110351562,3.1156539916992188,-0.17303466796875,1,RD,BP_RD
210,21,variableCostB,Variable-link coefficient b,4,10,7.173881530761719,7.241401672363281,59.34776306152344,57.93121337890625,-1.4165496826171875,0.0675201416015625,0,ID,NBP_ID
210,24,variableCostB,Variable-link coefficient b,4,8.75,6.346173286437988,6.5625,57.69234657287598,52.5,-5.192346572875977,0.21632671356201172,0,ID,NBP_ID
210,27,variableCostB,Variable-link coefficient b,4,7.777777777777778,5.689642164442273,5.999988979763455,56.379284328884545,47.999911838107636,-8.379372490776909,0.31034681532118213,0,ID,NBP_ID
210,30,variableCostB,Variable-link coefficient b,4,7,5.156246185302734,5.526294708251953,55.31249237060547,44.210357666015625,-11.102134704589844,0.37004852294921875,0,ID,NBP_ID
210,33,variableCostB,Variable-link coefficient b,4,6.363636363636363,4.714320789683948,5.121952403675426,54.428641579367905,40.97561922940341,-13.453022349964499,0.4076316139914775,0,ID,NBP_ID
210,36,variableCostB,Variable-link coefficient b,4,5.833333333333333,4.342110951741536,4.772739410400391,53.68422190348307,38.181915283203125,-15.502306620279946,0.43062845865885446,0,ID,NBP_ID
210,39,variableCostB,Variable-link coefficient b,4,5.384615384615385,4.0243706336388225,4.468049269456129,53.04874126727765,35.74439415564903,-17.304347111628616,0.4436786358173066,0,ID,NBP_ID
210,42,variableCostB,Variable-link coefficient b,4,5,3.75,4.200019836425781,52.5,33.60015869140625,-18.89984130859375,0.45001983642578125,0,ID,NBP_ID
210,45,variableCostB,Variable-link coefficient b,4,4.666666666666667,3.5106455485026045,3.9622446695963545,52.02129109700521,31.697957356770836,-20.323333740234375,0.45159912109375,0,ID,NBP_ID
225,15,variableCostB,Variable-link coefficient b,4,15,10.588216781616211,9.782609939575195,66.17643356323242,78.26087951660156,12.08444595336914,-0.8056068420410156,1,RD,BP_RD
225,18,variableCostB,Variable-link coefficient b,4,12.5,8.999967575073242,8.653879165649414,62.999935150146484,69.23103332519531,6.231098175048828,-0.3460884094238281,1,RD,BP_RD
225,21,variableCostB,Variable-link coefficient b,4,10.714285714285714,7.826083047049385,7.758644648960659,60.652166094098774,62.06915719168527,1.4169910975864966,-0.06743839808872654,1,RD,BP_RD
225,24,variableCostB,Variable-link coefficient b,4,9.375,6.923067569732666,7.03125,58.84613513946533,56.25,-2.596135139465332,0.10818243026733398,0,ID,NBP_ID
225,27,variableCostB,Variable-link coefficient b,4,8.333333333333334,6.2068939208984375,6.428559621175131,57.413787841796875,51.428476969401046,-5.985310872395829,0.2216657002766933,0,ID,NBP_ID
225,30,variableCostB,Variable-link coefficient b,4,7.5,5.625,5.921030044555664,56.25,47.36824035644531,-8.881759643554688,0.29603004455566406,0,ID,NBP_ID
225,33,variableCostB,Variable-link coefficient b,4,6.818181818181818,5.142844807017933,5.4878061467951,55.28568961403586,43.9024491743608,-11.383240439675063,0.3449613397771669,0,ID,NBP_ID
225,36,variableCostB,Variable-link coefficient b,4,6.25,4.736852645874023,5.113649368286133,54.47370529174805,40.90919494628906,-13.564510345458984,0.3767967224121094,0,ID,NBP_ID
225,39,variableCostB,Variable-link coefficient b,4,5.769230769230769,4.390261723445013,4.787195645845854,53.78052344689003,38.29756516676683,-15.4829582801232,0.3969339224008408,0,ID,NBP_ID
225,42,variableCostB,Variable-link coefficient b,4,5.357142857142857,4.090894971575055,4.500021253313338,53.18178994315011,36.0001700265067,-17.181619916643406,0.409126281738283,0,ID,NBP_ID
225,45,variableCostB,Variable-link coefficient b,4,5,3.8297653198242188,4.245262145996094,52.65953063964844,33.96209716796875,-18.697433471679688,0.415496826171875,0,ID,NBP_ID
240,15,variableCostB,Variable-link coefficient b,4,16,11.470611572265625,10.434783935546875,67.94122314453125,83.478271484375,15.53704833984375,-1.03582763671875,1,RD,BP_RD
240,18,variableCostB,Variable-link coefficient b,4,13.333333333333334,9.749984741210938,9.230779012044271,64.49996948242188,73.84623209635417,9.346262613932296,-0.5192057291666661,1,RD,BP_RD
240,21,variableCostB,Variable-link coefficient b,4,11.428571428571429,8.478262765066965,8.275887625558036,61.95652553013392,66.20710100446429,4.250575474330368,-0.20237513950892883,1,RD,BP_RD
240,24,variableCostB,Variable-link coefficient b,4,10,7.5,7.5,60,60,0,0,0,NRD,NBP_NRD
240,27,variableCostB,Variable-link coefficient b,4,8.88888888888889,6.724141438802082,6.857130262586805,58.448282877604164,54.85704210069444,-3.5912407769097214,0.1329888237847232,0,ID,NBP_ID
240,30,variableCostB,Variable-link coefficient b,4,8,6.09375,6.315765380859375,57.1875,50.526123046875,-6.661376953125,0.222015380859375,0,ID,NBP_ID
240,33,variableCostB,Variable-link coefficient b,4,7.2727272727272725,5.571427778764204,5.853659889914772,56.14285555752841,46.829279119318166,-9.31357643821024,0.28223211115056746,0,ID,NBP_ID
240,36,variableCostB,Variable-link coefficient b,4,6.666666666666667,5.1315561930338545,5.454533894856771,55.26311238606771,43.63627115885417,-11.62684122721354,0.32297770182291696,0,ID,NBP_ID
240,39,variableCostB,Variable-link coefficient b,4,6.153846153846154,4.756094125600962,5.1063420222355775,54.51218825120191,40.85073617788462,-13.661452073317292,0.35024789663461586,0,ID,NBP_ID
240,42,variableCostB,Variable-link coefficient b,4,5.714285714285714,4.431806291852679,4.800022670200892,53.86361258370536,38.40018136160714,-15.463431222098222,0.3682163783482135,0,ID,NBP_ID
240,45,variableCostB,Variable-link coefficient b,4,5.333333333333333,4.148966471354166,4.528279622395833,53.29793294270833,36.226236979166664,-17.071695963541664,0.37931315104166696,0,ID,NBP_ID
255,15,variableCostB,Variable-link coefficient b,4,17,12.352956771850586,11.086957931518555,69.70591354370117,88.69566345214844,18.989749908447266,-1.2659988403320312,1,RD,BP_RD
255,18,variableCostB,Variable-link coefficient b,4,14.166666666666666,10.500001907348633,9.807702700297037,66.00000381469727,78.4616216023763,12.461617787679032,-0.6922992070515956,1,RD,BP_RD
255,21,variableCostB,Variable-link coefficient b,4,12.142857142857142,9.130442483084543,8.793130602155415,63.26088496616908,70.34504481724332,7.08415985107424,-0.33731188092912845,1,RD,BP_RD
255,24,variableCostB,Variable-link coefficient b,4,10.625,8.076927661895752,7.96875,61.153855323791504,63.75,2.596144676208496,-0.10817766189575195,1,RD,BP_RD
255,27,variableCostB,Variable-link coefficient b,4,9.444444444444445,7.241386837429472,7.285700903998482,59.48277367485894,58.28560723198785,-1.1971664428710866,0.044314066569009825,0,ID,NBP_ID
255,30,variableCostB,Variable-link coefficient b,4,8.5,6.56251335144043,6.710500717163086,58.12502670288086,53.68400573730469,-4.441020965576172,0.14798736572265625,0,ID,NBP_ID
255,33,variableCostB,Variable-link coefficient b,4,7.7272727272727275,5.999996878884056,6.219513633034447,56.99999375776811,49.75610906427558,-7.243884693492532,0.2195167541503915,0,ID,NBP_ID
255,36,variableCostB,Variable-link coefficient b,4,7.083333333333333,5.526315371195475,5.795442263285318,56.052630742390946,46.36353810628255,-9.689092636108398,0.26912689208984375,0,ID,NBP_ID
255,39,variableCostB,Variable-link coefficient b,4,6.538461538461538,5.1219910841721745,5.4254883986252995,55.24398216834435,43.403907189002396,-11.840074979341956,0.303497314453125,0,ID,NBP_ID
255,42,variableCostB,Variable-link coefficient b,4,6.071428571428571,4.7727176121303,5.10002408708845,54.54543522426061,40.8001926967076,-13.74524252755301,0.32730647495814935,0,ID,NBP_ID
255,45,variableCostB,Variable-link coefficient b,4,5.666666666666667,4.468111673990886,4.811297098795573,53.93622334798177,38.490376790364586,-15.445846557617188,0.3431854248046875,0,ID,NBP_ID
270,15,variableCostB,Variable-link coefficient b,4,18,13.235298156738281,12.017807006835938,71.47059631347656,89.75076171875004,18.28016540527348,-1.2174911499023438,1,RD,BP_RD
270,18,variableCostB,Variable-link coefficient b,4,15,11.25,10.384626388549805,67.5,83.07701110839844,15.577011108398438,-0.8653736114501953,1,RD,BP_RD
270,21,variableCostB,Variable-link coefficient b,4,12.857142857142858,9.782589503696986,9.310373578752788,64.56517900739397,74.4829886300223,9.91780962262834,-0.47221592494419795,1,RD,BP_RD
270,24,variableCostB,Variable-link coefficient b,4,11.25,8.653836250305176,8.4375,62.30767250061035,67.5,5.192327499389648,-0.21633625030517578,1,RD,BP_RD
270,27,variableCostB,Variable-link coefficient b,4,10,7.758598327636719,7.714271545410156,60.51719665527344,61.71417236328125,1.1969757080078125,-0.0443267822265625,1,RD,BP_RD
270,30,variableCostB,Variable-link coefficient b,4,9,7.03125,7.105236053466797,59.0625,56.841888427734375,-2.220611572265625,0.07398605346679688,0,ID,NBP_ID
270,33,variableCostB,Variable-link coefficient b,4,8.181818181818182,6.428593722256748,6.585367376154119,57.85718744451351,52.68293900923295,-5.174248435280553,0.1567736538973712,0,ID,NBP_ID
270,36,variableCostB,Variable-link coefficient b,4,7.5,5.921030044555664,6.136350631713867,56.84206008911133,49.09080505371094,-7.751255035400391,0.21532058715820312,0,ID,NBP_ID
270,39,variableCostB,Variable-link coefficient b,4,6.923076923076923,5.487802945650541,5.744661184457632,55.97560589130109,45.95728947566106,-10.018316415640037,0.2568582388070908,0,ID,NBP_ID
270,42,variableCostB,Variable-link coefficient b,4,6.428571428571429,5.113596235002792,5.4000255039760034,55.22719247000559,43.20020403180803,-12.026988438197563,0.28642926897321175,0,ID,NBP_ID
270,45,variableCostB,Variable-link coefficient b,4,6,4.7872467041015625,5.0943145751953125,54.574493408203125,40.7545166015625,-13.819976806640625,0.30706787109375,0,ID,NBP_ID
90,15,variableCostB,Variable-link coefficient b,8,6,2.3684234619140625,2.903228759765625,54.47369384765625,46.45166015625,-8.02203369140625,0.5348052978515625,0,ID,NBP_ID
90,18,variableCostB,Variable-link coefficient b,8,5,2.0454788208007812,2.6470565795898438,53.181915283203125,42.3529052734375,-10.829010009765625,0.6015777587890625,0,ID,NBP_ID
90,21,variableCostB,Variable-link coefficient b,8,4.285714285714286,1.8000248500279021,2.432458060128348,52.20009940011162,38.91932896205357,-13.280770438058049,0.632433210100446,0,ID,NBP_ID
90,24,variableCostB,Variable-link coefficient b,8,3.75,1.6071224212646484,2.2499942779541016,51.428489685058594,35.999908447265625,-15.428581237792969,0.6428718566894531,0,ID,NBP_ID
90,27,variableCostB,Variable-link coefficient b,8,3.3333333333333335,1.4515940348307292,2.093022664388021,50.80637613932291,33.488362630208336,-17.31801350911457,0.6414286295572917,0,ID,NBP_ID
90,30,variableCostB,Variable-link coefficient b,8,3,1.3235321044921875,1.9565277099609375,50.29412841796875,31.304443359375,-18.98968505859375,0.63299560546875,0,ID,NBP_ID
90,33,variableCostB,Variable-link coefficient b,8,2.727272727272727,1.216194846413352,1.8367559259588067,49.86477938565341,29.388094815340907,-20.4766845703125,0.6205610795454546,0,ID,NBP_ID
90,36,variableCostB,Variable-link coefficient b,8,2.5,1.1249923706054688,1.7307662963867188,49.499969482421875,27.6922607421875,-21.807708740234375,0.60577392578125,0,ID,NBP_ID
90,39,variableCostB,Variable-link coefficient b,8,2.3076923076923075,1.0464829664963942,1.636364276592548,49.18593186598558,26.181828425480766,-23.004103440504814,0.5898813100961537,0,ID,NBP_ID
90,42,variableCostB,Variable-link coefficient b,8,2.142857142857143,0.9782736642020089,1.5517207554408483,48.913094656808035,24.827532087053573,-24.08556256975446,0.5734470912388394,0,ID,NBP_ID
