inverseDemandA,inverseDemandB,zParameter,zParameterLabel,zValue,initialTrips,offDemand,onDemand,offCost,onCost,deltaCost,deltaDemand,paradox,demandTrend,classKey
90,45,variableCostB,Variable-link coefficient b,8,2,0.918365478515625,1.475433349609375,48.6734619140625,23.60693359375,-25.0665283203125,0.55706787109375,0,ID,NBP_ID
105,15,variableCostB,Variable-link coefficient b,8,7,3.157909393310547,3.387073516845703,57.63163757324219,54.19317626953125,-3.4384613037109375,0.22916412353515625,0,ID,NBP_ID
105,18,variableCostB,Variable-link coefficient b,8,5.833333333333333,2.7272987365722656,3.088232676188151,55.90919494628906,49.411722819010414,-6.497472127278648,0.36093393961588527,0,ID,NBP_ID
105,21,variableCostB,Variable-link coefficient b,8,5,2.4000167846679688,2.8378677368164062,54.600067138671875,45.4058837890625,-9.194183349609375,0.4378509521484375,0,ID,NBP_ID
105,24,variableCostB,Variable-link coefficient b,8,4.375,2.1428728103637695,2.624993324279785,53.57149124145508,41.99989318847656,-11.571598052978516,0.4821205139160156,0,ID,NBP_ID
105,27,variableCostB,Variable-link coefficient b,8,3.888888888888889,1.9354841444227433,2.441859775119358,52.74193657769097,39.06975640190973,-13.672180175781243,0.5063756306966147,0,ID,NBP_ID
105,30,variableCostB,Variable-link coefficient b,8,3.5,1.7647132873535156,2.2825889587402344,52.05885314941406,36.52142333984375,-15.537429809570312,0.5178756713867188,0,ID,NBP_ID
105,33,variableCostB,Variable-link coefficient b,8,3.1818181818181817,1.621641679243608,2.1428819136186075,51.48656671697443,34.28611061789772,-17.20045609907671,0.5212402343749996,0,ID,NBP_ID
105,36,variableCostB,Variable-link coefficient b,8,2.9166666666666665,1.5000343322753906,2.019227345784505,51.00013732910156,32.30763753255208,-18.692499796549484,0.5191930135091143,0,ID,NBP_ID
105,39,variableCostB,Variable-link coefficient b,8,2.6923076923076925,1.3953282282902646,1.9090916560246391,50.58131291316106,30.545466496394226,-20.03584641676683,0.5137634277343746,0,ID,NBP_ID
105,42,variableCostB,Variable-link coefficient b,8,2.5,1.3043594360351562,1.8103408813476562,50.217437744140625,28.9654541015625,-21.251983642578125,0.5059814453125,0,ID,NBP_ID
105,45,variableCostB,Variable-link coefficient b,8,2.3333333333333335,1.224522908528646,1.7213389078776042,49.898091634114586,27.541422526041664,-22.35666910807292,0.49681599934895826,0,ID,NBP_ID
120,15,variableCostB,Variable-link coefficient b,8,8,3.947357177734375,3.870941162109375,60.7894287109375,61.93505859375,1.1456298828125,-0.076416015625,1,RD,BP_RD
120,18,variableCostB,Variable-link coefficient b,8,6.666666666666667,3.409093221028646,3.5294342041015625,58.636372884114586,56.470947265625,-2.1654256184895857,0.12034098307291652,0,ID,NBP_ID
120,21,variableCostB,Variable-link coefficient b,8,5.714285714285714,3.0000087193080356,3.2432774135044644,57.00003487723214,51.89243861607143,-5.107596261160708,0.24326869419642883,0,ID,NBP_ID
120,24,variableCostB,Variable-link coefficient b,8,5,2.6785659790039062,2.9999923706054688,55.714263916015625,47.9998779296875,-7.714385986328125,0.3214263916015625,0,ID,NBP_ID
120,27,variableCostB,Variable-link coefficient b,8,4.444444444444445,2.4193318684895835,2.790696885850694,54.67732747395833,44.65115017361111,-10.026177300347221,0.3713650173611107,0,ID,NBP_ID
120,30,variableCostB,Variable-link coefficient b,8,4,2.205902099609375,2.608673095703125,53.8236083984375,41.73876953125,-12.0848388671875,0.40277099609375,0,ID,NBP_ID
120,33,variableCostB,Variable-link coefficient b,8,3.6363636363636362,2.027005282315341,2.4489801580255683,53.10802112926136,39.18368252840909,-13.924338600852266,0.4219748757102275,0,ID,NBP_ID
120,36,variableCostB,Variable-link coefficient b,8,3.3333333333333335,1.875,2.307713826497396,52.5,36.923421223958336,-15.576578776041664,0.432713826497396,0,ID,NBP_ID
120,39,variableCostB,Variable-link coefficient b,8,3.076923076923077,1.7441500150240385,2.181819035456731,51.976600060096146,34.90910456730769,-17.067495492788453,0.4376690204326923,0,ID,NBP_ID
120,42,variableCostB,Variable-link coefficient b,8,2.857142857142857,1.6304670061383928,2.0689610072544644,51.52186802455357,33.10337611607143,-18.41849190848214,0.4384940011160716,0,ID,NBP_ID
120,45,variableCostB,Variable-link coefficient b,8,2.6666666666666665,1.5306396484375,1.9672444661458333,51.12255859375,31.475911458333332,-19.646647135416668,0.43660481770833326,0,ID,NBP_ID
135,15,variableCostB,Variable-link coefficient b,8,9,4.736858367919922,4.354808807373047,63.94743347167969,69.67694091796875,5.7295074462890625,-0.382049560546875,1,RD,BP_RD
135,18,variableCostB,Variable-link coefficient b,8,7.5,4.090890884399414,3.970613479614258,61.363563537597656,63.529815673828125,2.1662521362304688,-0.12027740478515625,1,RD,BP_RD
135,21,variableCostB,Variable-link coefficient b,8,6.428571428571429,3.6000333513532365,3.648687090192522,59.400133405412944,58.378993443080354,-1.0211399623325903,0.04865373883928559,0,ID,NBP_ID
135,24,variableCostB,Variable-link coefficient b,8,5.625,3.2143163681030273,3.3749914169311523,57.85726547241211,53.99986267089844,-3.857402801513672,0.160675048828125,0,ID,NBP_ID
135,27,variableCostB,Variable-link coefficient b,8,5,2.9032516479492188,3.1395339965820312,56.613006591796875,50.2325439453125,-6.380462646484375,0.2362823486328125,0,ID,NBP_ID
135,30,variableCostB,Variable-link coefficient b,8,4.5,2.647052764892578,2.9347572326660156,55.58821105957031,46.95611572265625,-8.632095336914062,0.2877044677734375,0,ID,NBP_ID
135,33,variableCostB,Variable-link coefficient b,8,4.090909090909091,2.4324417114257812,2.7551026777787646,54.729766845703125,44.081642844460234,-10.648124001242891,0.32266096635298336,0,ID,NBP_ID
135,36,variableCostB,Variable-link coefficient b,8,3.75,2.2499942779541016,2.5961780548095703,53.999977111816406,41.538848876953125,-12.461128234863281,0.34618377685546875,0,ID,NBP_ID
135,39,variableCostB,Variable-link coefficient b,8,3.4615384615384617,2.093027555025541,2.454546414888822,53.37211022010216,39.27274263822115,-14.099367581881005,0.36151885986328125,0,ID,NBP_ID
135,42,variableCostB,Variable-link coefficient b,8,3.2142857142857144,1.9564982822963168,2.327581133161272,52.825993129185264,37.241298130580354,-15.58469499860491,0.3710828508649553,0,ID,NBP_ID
135,45,variableCostB,Variable-link coefficient b,8,3,1.8367767333984375,2.2131500244140625,52.34710693359375,35.410400390625,-16.93670654296875,0.376373291015625,0,ID,NBP_ID
150,15,variableCostB,Variable-link coefficient b,8,10,5.526313781738281,4.838676452636719,67.10525512695312,77.4188232421875,10.313568115234375,-0.6876373291015625,1,RD,BP_RD
150,18,variableCostB,Variable-link coefficient b,8,8.333333333333334,4.772726694742839,4.411792755126953,64.09090677897136,70.58868408203125,6.497777303059891,-0.3609339396158857,1,RD,BP_RD
150,21,variableCostB,Variable-link coefficient b,8,7.142857142857143,4.200008937290736,4.054069519042969,61.800035749162944,64.8651123046875,3.0650765555245556,-0.14593941824776735,1,RD,BP_RD
150,24,variableCostB,Variable-link coefficient b,8,6.25,3.749990463256836,3.749990463256836,59.999961853027344,59.999847412109375,-0.00011444091796875,0,0,NRD,NBP_NRD
150,27,variableCostB,Variable-link coefficient b,8,5.555555555555555,3.3870697021484366,3.4883711073133674,58.54827880859375,55.81393771701388,-2.7343410915798714,0.1013014051649308,0,ID,NBP_ID
150,30,variableCostB,Variable-link coefficient b,8,5,3.0882644653320312,3.2608413696289062,57.353057861328125,52.1734619140625,-5.179595947265625,0.172576904296875,0,ID,NBP_ID
150,33,variableCostB,Variable-link coefficient b,8,4.545454545454546,2.8378226540305396,3.0612251975319604,56.351290616122164,48.97960316051136,-7.371687455610804,0.22340254350142086,0,ID,NBP_ID
150,36,variableCostB,Variable-link coefficient b,8,4.166666666666667,2.624988555908203,2.884642283121745,55.49995422363281,46.15427652994792,-9.345677693684891,0.25965372721354196,0,ID,NBP_ID
150,39,variableCostB,Variable-link coefficient b,8,3.8461538461538463,2.4418464073768034,2.7272737943209138,54.76738562950722,43.63638070913462,-11.131004920372597,0.2854273869441104,0,ID,NBP_ID
150,42,variableCostB,Variable-link coefficient b,8,3.5714285714285716,2.2826331002371654,2.5862285069056923,54.13053240094866,41.37965611049108,-12.750876290457583,0.3035954066685269,0,ID,NBP_ID
150,45,variableCostB,Variable-link coefficient b,8,3.3333333333333335,2.1428680419921875,2.4590301513671875,53.57147216796875,39.344482421875,-14.22698974609375,0.316162109375,0,ID,NBP_ID
165,15,variableCostB,Variable-link coefficient b,8,11,6.315776824951172,5.322544097900391,70.26310729980469,85.16070556640625,14.897598266601562,-0.9932327270507812,1,RD,BP_RD
165,18,variableCostB,Variable-link coefficient b,8,9.166666666666666,5.454562505086263,4.852972030639648,66.81825002034505,77.64755249023438,10.829302469889328,-0.6015904744466143,1,RD,BP_RD
165,21,variableCostB,Variable-link coefficient b,8,7.857142857142857,4.8000253949846545,4.459476470947266,64.20010157993862,71.35162353515625,7.151521955217632,-0.3405489240373889,1,RD,BP_RD
165,24,variableCostB,Variable-link coefficient b,8,6.875,4.285728931427002,4.125015735626221,62.14291572570801,66.00025177001953,3.8573360443115234,-0.16071319580078125,1,RD,BP_RD
165,27,variableCostB,Variable-link coefficient b,8,6.111111111111111,3.8709640502929688,3.8372082180447045,60.483856201171875,61.39533148871527,0.9114752875433965,-0.033755832248264284,1,RD,BP_RD
165,30,variableCostB,Variable-link coefficient b,8,5.5,3.529438018798828,3.586925506591797,59.11775207519531,57.39080810546875,-1.7269439697265625,0.05748748779296875,0,ID,NBP_ID
165,33,variableCostB,Variable-link coefficient b,8,5,3.2432174682617188,3.3673477172851562,57.972869873046875,53.8775634765625,-4.095306396484375,0.1241302490234375,0,ID,NBP_ID
165,36,variableCostB,Variable-link coefficient b,8,4.583333333333333,3.0000146230061846,3.173106511433919,57.000058492024735,50.769704182942704,-6.230354309082031,0.17309188842773438,0,ID,NBP_ID
165,39,variableCostB,Variable-link coefficient b,8,4.230769230769231,2.790676997258113,3.000001173753005,56.16270798903246,48.00001878004809,-8.162689208984375,0.2093241764948921,0,ID,NBP_ID
165,42,variableCostB,Variable-link coefficient b,8,3.9285714285714284,2.608697073800223,2.844851357596261,55.43478829520089,45.517621721540166,-9.917166573660722,0.23615428379603776,0,ID,NBP_ID
165,45,variableCostB,Variable-link coefficient b,8,3.6666666666666665,2.4489669799804688,2.7049331665039062,54.795867919921875,43.2789306640625,-11.516937255859375,0.2559661865234375,0,ID,NBP_ID
180,15,variableCostB,Variable-link coefficient b,8,12,7.1052703857421875,6,73.42108154296875,90,16.57891845703125,-1.1052703857421875,1,RD,BP_RD
180,18,variableCostB,Variable-link coefficient b,8,10,6.136360168457031,5.294151306152344,69.54544067382812,84.7064208984375,15.160980224609375,-0.8422088623046875,1,RD,BP_RD
180,21,variableCostB,Variable-link coefficient b,8,8.571428571428571,5.4000091552734375,4.8648834228515625,66.60003662109375,77.838134765625,11.23809814453125,-0.535125732421875,1,RD,BP_RD
180,24,variableCostB,Variable-link coefficient b,8,7.5,4.82142448425293,4.500017166137695,64.28569793701172,72.00027465820312,7.714576721191406,-0.3214073181152344,1,RD,BP_RD
180,27,variableCostB,Variable-link coefficient b,8,6.666666666666667,4.354832967122396,4.186045328776042,62.41933186848959,66.97672526041667,4.557393391927079,-0.16878763834635446,1,RD,BP_RD
180,30,variableCostB,Variable-link coefficient b,8,6,3.9705963134765625,3.9130096435546875,60.88238525390625,62.608154296875,1.72576904296875,-0.057586669921875,1,RD,BP_RD
180,33,variableCostB,Variable-link coefficient b,8,5.454545454545454,3.6486677689985796,3.673470237038352,59.59467107599431,58.77552379261364,-0.8191472833806728,0.024802468039772485,0,ID,NBP_ID
180,36,variableCostB,Variable-link coefficient b,8,5,3.3749771118164062,3.4615707397460938,58.499908447265625,55.3851318359375,-3.114776611328125,0.0865936279296875,0,ID,NBP_ID
180,39,variableCostB,Variable-link coefficient b,8,4.615384615384615,3.13951932466947,3.272728553185096,57.55807729867788,52.36365685096153,-5.194420447716347,0.1332092285156259,0,ID,NBP_ID
180,42,variableCostB,Variable-link coefficient b,8,4.285714285714286,2.934755597795759,3.1034742082868307,56.739022391183035,49.65558733258929,-7.083435058593743,0.16871861049107162,0,ID,NBP_ID
180,45,variableCostB,Variable-link coefficient b,8,4,2.755096435546875,2.950836181640625,56.0203857421875,47.21337890625,-8.8070068359375,0.19573974609375,0,ID,NBP_ID
195,15,variableCostB,Variable-link coefficient b,8,13,7.894748687744141,7.014408111572266,76.57899475097656,89.82753906250005,13.248544311523489,-0.880340576171875,1,RD,BP_RD
195,18,variableCostB,Variable-link coefficient b,8,10.833333333333334,6.818151473999023,5.847654342651367,72.2726058959961,89.99825407620733,17.725648180211238,-0.9704971313476562,1,RD,BP_RD
195,21,variableCostB,Variable-link coefficient b,8,9.285714285714286,5.999987465994699,5.2702903747558585,68.99994986397878,84.32464599609374,15.324696132114951,-0.7296970912388403,1,RD,BP_RD
195,24,variableCostB,Variable-link coefficient b,8,8.125,5.357167720794678,4.87501859664917,66.42867088317871,78.00029754638672,11.571626663208008,-0.4821491241455078,1,RD,BP_RD
195,27,variableCostB,Variable-link coefficient b,8,7.222222222222222,4.838710361056858,4.534882439507378,64.35484144422743,72.55811903211804,8.20327758789061,-0.30382792154948035,1,RD,BP_RD
195,30,variableCostB,Variable-link coefficient b,8,6.5,4.411769866943359,4.239093780517578,62.64707946777344,67.82550048828125,5.1784210205078125,-0.17267608642578125,1,RD,BP_RD
195,33,variableCostB,Variable-link coefficient b,8,5.909090909090909,4.054069519042969,3.979592756791548,61.216278076171875,63.673484108664766,2.4572060324928913,-0.07447676225142086,1,RD,BP_RD
195,36,variableCostB,Variable-link coefficient b,8,5.416666666666667,3.7500349680582685,3.7500349680582685,60.00013987223308,60.000559488932296,0.00041961669921875,0,1,NRD,BP_NRD
195,39,variableCostB,Variable-link coefficient b,8,5,3.4883499145507812,3.5454559326171875,58.953399658203125,56.727294921875,-2.226104736328125,0.05710601806640625,0,ID,NBP_ID
195,42,variableCostB,Variable-link coefficient b,8,4.642857142857143,3.2608604431152344,3.3620970589773993,58.04344177246094,53.79355294363839,-4.249888828822549,0.10123661586216492,0,ID,NBP_ID
195,45,variableCostB,Variable-link coefficient b,8,4.333333333333333,3.0612233479817705,3.1967391967773438,57.24489339192708,51.1478271484375,-6.097066243489579,0.1355158487955732,0,ID,NBP_ID
210,15,variableCostB,Variable-link coefficient b,8,14,8.68423080444336,8.015270233154297,79.73692321777344,89.83971862792968,10.102795410156247,-0.6689605712890625,1,RD,BP_RD
210,18,variableCostB,Variable-link coefficient b,8,11.666666666666666,7.499993642171223,6.673717498779297,74.99997456868489,89.99987139020652,14.99989682152163,-0.8262761433919259,1,RD,BP_RD
210,21,variableCostB,Variable-link coefficient b,8,10,6.599998474121094,5.716896057128906,71.39999389648438,89.99508940094346,18.59509550445908,-0.8831024169921875,1,RD,BP_RD
210,24,variableCostB,Variable-link coefficient b,8,8.75,5.892858505249023,5.2500200271606445,68.5714340209961,84.00032043457031,15.428886413574219,-0.6428384780883789,1,RD,BP_RD
210,27,variableCostB,Variable-link coefficient b,8,7.777777777777778,5.322566562228731,4.883719550238716,66.29026624891492,78.13951280381946,11.84924655490454,-0.4388470119900152,1,RD,BP_RD
210,30,variableCostB,Variable-link coefficient b,8,7,4.852954864501953,4.565204620361328,64.41181945800781,73.04327392578125,8.631454467773438,-0.287750244140625,1,RD,BP_RD
210,33,variableCostB,Variable-link coefficient b,8,6.363636363636363,4.459429654208097,4.285715276544744,62.83771861683238,68.5714444247159,5.733725807883523,-0.17371437766335251,1,RD,BP_RD
210,36,variableCostB,Variable-link coefficient b,8,5.833333333333333,4.125016530354817,4.038499196370442,61.50006612141926,64.61598714192708,3.1159210205078196,-0.086517333984375,1,RD,BP_RD
210,39,variableCostB,Variable-link coefficient b,8,5.384615384615385,3.8372039794921875,3.8181833120492783,60.34881591796875,61.09093299278845,0.7421170748197028,-0.0190206674429092,1,RD,BP_RD
210,42,variableCostB,Variable-link coefficient b,8,5,3.5869216918945312,3.6207199096679688,59.347686767578125,57.9315185546875,-1.416168212890625,0.0337982177734375,0,ID,NBP_ID
210,45,variableCostB,Variable-link coefficient b,8,4.666666666666667,3.367375691731771,3.4426422119140625,58.469502766927086,55.082275390625,-3.3872273763020857,0.07526652018229152,0,ID,NBP_ID
225,15,variableCostB,Variable-link coefficient b,8,15,9.473676681518555,9.000005722045898,82.89470672607422,90.00003576278687,7.1053290367126465,-0.47367095947265625,1,RD,BP_RD
225,18,variableCostB,Variable-link coefficient b,8,12.5,8.18181037902832,7.500028610229492,77.72724151611328,90.00025749206543,12.273015975952148,-0.6817817687988281,1,RD,BP_RD
225,21,variableCostB,Variable-link coefficient b,8,10.714285714285714,7.200009482247489,6.428595951625279,73.80003792898995,90.00030040740965,16.200262478419702,-0.7714135306222101,1,RD,BP_RD
225,24,variableCostB,Variable-link coefficient b,8,9.375,6.428539752960205,5.643832683563232,70.71415901184082,89.55257181326546,18.83841280142464,-0.7847070693969727,1,RD,BP_RD
225,27,variableCostB,Variable-link coefficient b,8,8.333333333333334,5.806446075439453,5.232556660970053,68.22578430175781,83.72090657552084,15.49512227376303,-0.5738894144694004,1,RD,BP_RD
225,30,variableCostB,Variable-link coefficient b,8,7.5,5.294122695922852,4.891290664672852,66.1764907836914,78.26065063476562,12.084159851074219,-0.40283203125,1,RD,BP_RD
225,33,variableCostB,Variable-link coefficient b,8,6.818181818181818,4.864857413552025,4.5918377962979395,64.4594296542081,73.46940474076703,9.009975086558939,-0.27301961725408574,1,RD,BP_RD
225,36,variableCostB,Variable-link coefficient b,8,6.25,4.499959945678711,4.326963424682617,62.999839782714844,69.23141479492188,6.231575012207031,-0.17299652099609375,1,RD,BP_RD
225,39,variableCostB,Variable-link coefficient b,8,5.769230769230769,4.186028700608473,4.090910691481369,61.74411480243389,65.4545710637019,3.710456261268014,-0.09511800912710378,1,RD,BP_RD
225,42,variableCostB,Variable-link coefficient b,8,5.357142857142857,3.9130210876464844,3.879342760358538,60.65208435058594,62.06948416573661,1.4173998151506737,-0.033678327287946175,1,RD,BP_RD
225,45,variableCostB,Variable-link coefficient b,8,5,3.6734390258789062,3.6885452270507812,59.693756103515625,59.0167236328125,-0.677032470703125,0.015106201171875,0,ID,NBP_ID
240,15,variableCostB,Variable-link coefficient b,8,16,10.263153076171875,10,86.0526123046875,90,3.9473876953125,-0.263153076171875,1,RD,BP_RD
240,18,variableCostB,Variable-link coefficient b,8,13.333333333333334,8.863652547200521,8.333333333333334,80.45461018880209,89.99999999999997,9.545389811197879,-0.5303192138671875,1,RD,BP_RD
240,21,variableCostB,Variable-link coefficient b,8,11.428571428571429,7.79998779296875,7.142857142857142,76.199951171875,90,13.800048828125,-0.6571306501116077,1,RD,BP_RD
240,24,variableCostB,Variable-link coefficient b,8,10,6.964302062988281,6.25,72.85720825195312,90,17.142791748046875,-0.7143020629882812,1,RD,BP_RD
240,27,variableCostB,Variable-link coefficient b,8,8.88888888888889,6.290317111545139,5.581393771701388,70.16126844618056,89.30230034722221,19.141031901041657,-0.7089233398437509,1,RD,BP_RD
240,30,variableCostB,Variable-link coefficient b,8,8,5.735321044921875,5.217376708984375,67.9412841796875,83.47802734375,15.5367431640625,-0.5179443359375,1,RD,BP_RD
240,33,variableCostB,Variable-link coefficient b,8,7.2727272727272725,5.270247025923296,4.897960316051137,66.08098810369319,78.36736505681819,12.286376953125,-0.37228670987215917,1,RD,BP_RD
240,36,variableCostB,Variable-link coefficient b,8,6.666666666666667,4.875005086263021,4.6154022216796875,64.50002034505209,73.846435546875,9.346415201822907,-0.2596028645833339,1,RD,BP_RD
240,39,variableCostB,Variable-link coefficient b,8,6.153846153846154,4.534865159254808,4.363638070913462,63.13946063701923,69.81820913461539,6.678748497596153,-0.1712270883413467,1,RD,BP_RD
240,42,variableCostB,Variable-link coefficient b,8,5.714285714285714,4.239109584263394,4.137965611049108,61.95643833705357,66.20744977678572,4.251011439732153,-0.10114397321428648,1,RD,BP_RD
240,45,variableCostB,Variable-link coefficient b,8,5.333333333333333,3.9796142578125,3.9344482421875,60.91845703125,62.951171875,2.03271484375,-0.045166015625,1,RD,BP_RD
255,15,variableCostB,Variable-link coefficient b,8,17,11.052652359008789,11.010629653930664,89.21060943603516,89.99996390459891,0.7893544685637579,-0.042022705078125,1,RD,BP_RD
255,18,variableCostB,Variable-link coefficient b,8,14.166666666666666,9.54543908437093,9.157042503356934,83.18175633748372,90.00039702434927,6.81864068686555,-0.3883965810139962,1,RD,BP_RD
255,21,variableCostB,Variable-link coefficient b,8,12.142857142857142,8.400001525878906,7.855401720319476,78.60000610351562,90.05394569275872,11.453939589243092,-0.5445998055594305,1,RD,BP_RD
255,24,variableCostB,Variable-link coefficient b,8,10.625,7.500007152557373,6.879475116729736,75.00002861022949,89.91164335674705,14.911614746517557,-0.6205320358276367,1,RD,BP_RD
255,27,variableCostB,Variable-link coefficient b,8,9.444444444444445,6.7741796705457915,6.1199887593587246,72.09671868218317,89.77984887582288,17.683130193639713,-0.654190911187067,1,RD,BP_RD
255,30,variableCostB,Variable-link coefficient b,8,8.5,6.176462173461914,5.543462753295898,69.70584869384766,88.69540405273438,18.98955535888672,-0.6329994201660156,1,RD,BP_RD
255,33,variableCostB,Variable-link coefficient b,8,7.7272727272727275,5.675688656893644,5.204082835804332,67.70275462757458,83.26532537286931,15.562570745294735,-0.47160582108931237,1,RD,BP_RD
255,36,variableCostB,Variable-link coefficient b,8,7.083333333333333,5.250000953674316,4.903864860534668,66.00000381469727,78.46183776855469,12.461833953857422,-0.34613609313964844,1,RD,BP_RD
255,39,variableCostB,Variable-link coefficient b,8,6.538461538461538,4.8837426992563095,4.6363654503455525,64.53497079702524,74.18184720552884,9.646876408503601,-0.24737724891075707,1,RD,BP_RD
255,42,variableCostB,Variable-link coefficient b,8,6.071428571428571,4.565198080880302,4.396588461739677,63.26079232352121,70.34541538783483,7.084623064313625,-0.168609619140625,1,RD,BP_RD
255,45,variableCostB,Variable-link coefficient b,8,5.666666666666667,4.285753885904948,4.180351257324219,62.14301554361979,66.8856201171875,4.742604573567711,-0.10540262858072946,1,RD,BP_RD
270,15,variableCostB,Variable-link coefficient b,8,18,11.84212875366211,11.84212875366211,92.36851501464844,92.78956922531128,0.4210542106628452,0,1,NRD,BP_NRD
270,18,variableCostB,Variable-link coefficient b,8,15,10.227270126342773,9.985227584838867,85.9090805053711,90.3018803914388,4.392799886067706,-0.24204254150390625,1,RD,BP_RD
270,21,variableCostB,Variable-link coefficient b,8,12.857142857142858,9.000009809221538,8.565951756068639,81.00003923688615,90.1501165662493,9.150077329363143,-0.43405805315289925,1,RD,BP_RD
270,24,variableCostB,Variable-link coefficient b,8,11.25,8.035683631896973,7.500014305114746,77.14273452758789,90.00012874603271,12.857394218444824,-0.5356693267822266,1,RD,BP_RD
270,27,variableCostB,Variable-link coefficient b,8,10,7.258033752441406,6.672172546386719,74.03213500976562,89.87536905076763,15.843234041002006,-0.5858612060546875,1,RD,BP_RD
270,30,variableCostB,Variable-link coefficient b,8,9,6.617649078369141,6.008903503417969,71.47059631347656,89.75076171875004,18.28016540527348,-0.6087455749511719,1,RD,BP_RD
270,33,variableCostB,Variable-link coefficient b,8,8.181818181818182,6.08108867298473,5.510205355557529,69.32435469193892,88.16328568892047,18.838930996981546,-0.5708833174272012,1,RD,BP_RD
270,36,variableCostB,Variable-link coefficient b,8,7.5,5.625,5.192327499389648,67.5,83.07723999023438,15.577239990234375,-0.43267250061035156,1,RD,BP_RD
270,39,variableCostB,Variable-link coefficient b,8,6.923076923076923,5.232582092285156,4.909066420335035,65.93032836914062,78.54506272536057,12.614734356219941,-0.3235156719501209,1,RD,BP_RD
270,42,variableCostB,Variable-link coefficient b,8,6.428571428571429,4.891319274902344,4.655211312430245,64.56527709960938,74.48338099888392,9.918103899274541,-0.23610796247209898,1,RD,BP_RD
270,45,variableCostB,Variable-link coefficient b,8,6,4.5918731689453125,4.4262542724609375,63.36749267578125,70.820068359375,7.45257568359375,-0.165618896484375,1,RD,BP_RD
90,15,variableCostB,Variable-link coefficient b,12,6,2.1428375244140625,2.3077239990234375,57.857025146484375,55.3853759765625,-2.471649169921875,0.164886474609375,0,ID,NBP_ID
90,18,variableCostB,Variable-link coefficient b,12,5,1.875,2.1428298950195312,56.25,51.42791748046875,-4.82208251953125,0.26782989501953125,0,ID,NBP_ID
90,21,variableCostB,Variable-link coefficient b,12,4.285714285714286,1.666684831891741,2.0000021798270087,55.000108991350444,48.00005231584821,-7.000056675502236,0.33331734793526757,0,ID,NBP_ID
90,24,variableCostB,Variable-link coefficient b,12,3.75,1.5000057220458984,1.875,54.00003433227539,45,-9.00003433227539,0.37499427795410156,0,ID,NBP_ID
90,27,variableCostB,Variable-link coefficient b,12,3.3333333333333335,1.363652547200521,1.7647043863932292,53.181915283203125,42.3529052734375,-10.829010009765625,0.40105183919270826,0,ID,NBP_ID
90,30,variableCostB,Variable-link coefficient b,12,3,1.2500152587890625,1.6666717529296875,52.500091552734375,40.0001220703125,-12.499969482421875,0.416656494140625,0,ID,NBP_ID
90,33,variableCostB,Variable-link coefficient b,12,2.727272727272727,1.1538557572798296,1.5789101340553975,51.92313454367898,37.89384321732954,-14.029291326349437,0.4250543767755679,0,ID,NBP_ID
90,36,variableCostB,Variable-link coefficient b,12,2.5,1.0714340209960938,1.4999771118164062,51.42860412597656,35.99945068359375,-15.429153442382812,0.4285430908203125,0,ID,NBP_ID
90,39,variableCostB,Variable-link coefficient b,12,2.3076923076923075,1.0000023475060096,1.428539569561298,51.00001408503606,34.284949669471146,-16.71506441556491,0.4285372220552883,0,ID,NBP_ID
90,42,variableCostB,Variable-link coefficient b,12,2.142857142857143,0.9375,1.3636452811104913,50.625,32.72748674665179,-17.897513253348208,0.4261452811104913,0,ID,NBP_ID
90,45,variableCostB,Variable-link coefficient b,12,2,0.882354736328125,1.304351806640625,50.29412841796875,31.304443359375,-18.98968505859375,0.4219970703125,0,ID,NBP_ID
105,15,variableCostB,Variable-link coefficient b,12,7,2.857128143310547,2.6923179626464844,62.14276885986328,64.61563110351562,2.4728622436523438,-0.1648101806640625,1,RD,BP_RD
105,18,variableCostB,Variable-link coefficient b,12,5.833333333333333,2.4999682108561196,2.4999682108561196,59.99980926513672,59.999237060546875,-0.00057220458984375,0,0,NRD,NBP_NRD
105,21,variableCostB,Variable-link coefficient b,12,5,2.2222518920898438,2.3333358764648438,58.33351135253906,56.00006103515625,-2.3334503173828125,0.111083984375,0,ID,NBP_ID
105,24,variableCostB,Variable-link coefficient b,12,4.375,2.0000123977661133,2.1875,57.00007438659668,52.5,-4.50007438659668,0.18748760223388672,0,ID,NBP_ID
105,27,variableCostB,Variable-link coefficient b,12,3.888888888888889,1.8181991577148433,2.058821784125434,55.90919494628906,49.411722819010414,-6.497472127278648,0.24062262641059062,0,ID,NBP_ID
105,30,variableCostB,Variable-link coefficient b,12,3.5,1.6666603088378906,1.9444236755371094,54.999961853027344,46.666168212890625,-8.333793640136719,0.27776336669921875,0,ID,NBP_ID
105,33,variableCostB,Variable-link coefficient b,12,3.1818181818181817,1.5384257923473008,1.8420618230646304,54.230554754083805,44.209483753551126,-10.021071000532679,0.3036360307173296,0,ID,NBP_ID
105,36,variableCostB,Variable-link coefficient b,12,2.9166666666666665,1.4285596211751301,1.7499732971191406,53.571357727050774,41.999359130859375,-11.5719985961914,0.3214136759440105,0,ID,NBP_ID
105,39,variableCostB,Variable-link coefficient b,12,2.6923076923076925,1.333295381986178,1.6666294978215146,52.999772291917076,39.999107947716354,-13.000664344200722,0.3333341158353367,0,ID,NBP_ID
105,42,variableCostB,Variable-link coefficient b,12,2.5,1.25,1.5909194946289062,52.5,38.18206787109375,-14.31793212890625,0.34091949462890625,0,ID,NBP_ID
